val_year,train_rows,val_rows,backend,coverage_conf_58,coverage_conf_64,brier,accuracy,roc_auc
2018,3173,782,lightgbm,0.4092071611253197,0.18542199488491048,0.24038039625888968,0.5882352941176471,0.6011607468576924
2019,3955,1004,lightgbm,0.4820717131474104,0.24800796812749004,0.23801916889363248,0.5976095617529881,0.6290045437409473
2020,4959,347,lightgbm,0.4438040345821326,0.207492795389049,0.2527777980938561,0.5244956772334294,0.5163109142166733
2021,5306,1009,lightgbm,0.5113974231912785,0.26461843409316155,0.23948464864076835,0.5877106045589693,0.6169668536941864
2022,6315,880,lightgbm,0.5363636363636364,0.22613636363636364,0.2496887037291366,0.5613636363636364,0.5582874387418344
2023,7195,889,lightgbm,0.48256467941507314,0.2204724409448819,0.23600809950474058,0.5961754780652418,0.6307701652089408
2024,8084,1129,lightgbm,0.47298494242692646,0.15589016829052257,0.24072602147279784,0.5704162976085031,0.6080331801170472
2025,9213,892,lightgbm,0.4730941704035874,0.18385650224215247,0.2418039221782597,0.5661434977578476,0.6018371872030409
2026,10105,318,lightgbm,0.3522012578616352,0.10062893081761007,0.24413411660648401,0.5628930817610063,0.5964032200499663
